shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10866883:5967,35.25894165,-120.67730713,30,3860.172902
10866883:5967,35.25879669,-120.67704773,31,3888.712934
10866883:5967,35.25868988,-120.67694855,32,3903.617899
10866883:5967,35.25852585,-120.67689514,33,3922.490994
10866883:5967,35.25840759,-120.67686462,34,3935.929196
10866883:5967,35.25833893,-120.67677307,35,3947.216213
10866883:5967,35.25831604,-120.67662048,36,3961.302567
10866883:5967,35.25839615,-120.67649841,37,3975.522038
10866883:5967,35.25849915,-120.67646790,38,3987.305195
10866883:5967,35.25859070,-120.67650604,39,3998.058481
10866883:5967,35.25863647,-120.67658234,40,4006.654748
10866883:5967,35.25865936,-120.67668152,41,4016.012884
10866883:5967,35.25875473,-120.67682648,42,4032.915082
10866883:5967,35.25885010,-120.67700195,43,4052.054077
10866883:5967,35.25898743,-120.67716980,44,4073.628039
10866883:5967,35.25913239,-120.67733002,45,4095.340473
10866883:5967,35.25947571,-120.67768097,46,4145.067415
10866883:5967,35.25988007,-120.67811584,47,4204.906175
10866883:5967,35.26031876,-120.67870331,48,4277.187061
10866883:5967,35.26070023,-120.67920685,49,4339.552487
10866883:5967,35.26155090,-120.67820740,50,4470.632408
10866883:5967,35.26155090,-120.67820740,51,4470.632408
10866883:5967,35.26195908,-120.67774963,52,4532.173787
10866883:5967,35.26256180,-120.67852783,53,4629.558173
10866883:5967,35.26097870,-120.68061829,54,4888.423310
10866883:5967,35.26094055,-120.68068695,55,4895.963827
10866883:5967,35.26094055,-120.68068695,56,4895.963827
10866883:5967,35.26081848,-120.68093872,57,4922.549319
10866883:5967,35.25946045,-120.68406677,58,5244.209823
10866883:5967,35.25946045,-120.68406677,59,5244.209823
10866883:5967,35.25664902,-120.69071960,60,5924.369707
10866883:5967,35.25677109,-120.69090271,61,5945.832673
10866883:5967,35.25794983,-120.69185638,62,6102.923457
10866883:5967,35.25794983,-120.69185638,63,6102.923457
10866883:5967,35.25825882,-120.69214630,64,6146.206485
10866883:5967,35.25968170,-120.69386292,65,6368.300495
10866883:5967,35.25968170,-120.69386292,66,6368.300495
10866883:5967,35.26060867,-120.69499969,67,6514.168511
10866883:5967,35.26229858,-120.69699860,68,6775.411037
10866883:5967,35.26235962,-120.69705963,69,6784.172847
10866883:5967,35.26235962,-120.69705963,70,6784.172847
10866883:5967,35.26340866,-120.69828033,71,6945.076795
10866883:5967,35.26353836,-120.69834900,72,6960.788485
10866883:5967,35.26182938,-120.70049286,73,7232.815156
10866883:5967,35.26174164,-120.70063019,74,7248.646918
10866883:5967,35.26174164,-120.70063019,75,7248.646918
10866883:5967,35.26165009,-120.70076752,76,7264.743548
10866883:5967,35.26203918,-120.70118713,77,7322.392617
10866883:5967,35.26272964,-120.70162964,78,7409.044943
10866883:5967,35.26308823,-120.70195770,79,7458.814330
10866883:5967,35.26308823,-120.70195770,80,7458.814330
10866883:5967,35.26316833,-120.70205688,81,7471.480629
10866883:5967,35.26369858,-120.70149994,82,7549.154472
10866883:5967,35.26480103,-120.70004272,83,7729.518145
10866883:5967,35.26469040,-120.69989777,84,7747.532643
10866883:5967,35.26469040,-120.69989777,85,7747.532643
10866883:5967,35.26345825,-120.69844818,86,7937.512097
10866883:5967,35.26340866,-120.69828033,87,7953.718119
10866883:5967,35.26253891,-120.69725800,88,8087.765696
10866883:5967,35.26171875,-120.69631195,89,8213.044579
10866883:5967,35.26171875,-120.69631195,90,8213.044579
10866883:5967,35.26006317,-120.69433594,91,8470.100958
10866883:5967,35.26007080,-120.69433594,92,8470.949308
10866883:5967,35.26002121,-120.69428253,93,8478.292323
10866883:5967,35.25825882,-120.69214630,94,8754.018381
10866883:5967,35.25769043,-120.69165039,95,8831.619743
10866883:5967,35.25769043,-120.69165039,96,8831.619743
10866883:5967,35.25693893,-120.69103241,97,8932.273575
10866883:5967,35.25622940,-120.69059753,98,9020.499595
10866883:5967,35.25619888,-120.69056702,99,9024.880632
10866883:5967,35.25468063,-120.68943024,100,9222.757122
10866883:5967,35.25205994,-120.68724823,101,9575.141874
10866883:5967,35.25205994,-120.68724823,102,9575.141874
10866883:5967,35.25051117,-120.68582916,103,9790.229058
10866883:5967,35.25040817,-120.68566132,104,9809.293873
10866883:5967,35.25011826,-120.68538666,105,9850.052663
10866883:5967,35.24929810,-120.68469238,106,9960.920408
10866883:5967,35.24822998,-120.68389893,107,10099.836121
10866883:5967,35.24729919,-120.68335724,108,10214.429473
10866883:5967,35.24518967,-120.68256378,109,10459.815556
10866883:5967,35.24356079,-120.68180847,110,10653.491229
10866883:5967,35.24319077,-120.68150330,111,10703.099539
10866883:5967,35.24283981,-120.68105316,112,10759.614490
10866883:5967,35.24266052,-120.68071747,113,10796.040290
10866883:5967,35.24258041,-120.68051147,114,10816.760030
10866883:5967,35.24245071,-120.68000031,115,10865.370426
10866883:5967,35.24245071,-120.68000031,116,10865.370426
10866883:5967,35.24240112,-120.67962646,117,10899.765596
10866883:5967,35.24229050,-120.67762756,118,11081.712067
10866883:5967,35.24222183,-120.67726898,119,11115.159776
10866883:5967,35.24214172,-120.67704010,120,11137.773973
10866883:5967,35.24195862,-120.67665863,121,11177.957344
10866883:5967,35.24441147,-120.67510223,122,11485.149973
10866883:5967,35.24441147,-120.67510223,123,11485.149973
10866883:5967,35.24911880,-120.67227936,124,12067.982677
10866883:5967,35.24911880,-120.67214966,125,12079.760368
10866883:5967,35.24911880,-120.67214966,126,12079.760368
10866883:5967,35.24911880,-120.67227936,127,12091.538060
10866883:5967,35.25400162,-120.66937256,128,12695.241827
10866883:5967,35.25400162,-120.66937256,129,12695.241827
10866883:5967,35.25498962,-120.66885376,130,12814.776924
10866883:5967,35.25648880,-120.66867065,131,12982.304740
10866883:5967,35.25648880,-120.66867065,132,12982.304740
10866883:5967,35.25841141,-120.66854095,133,13196.413044
10866883:5967,35.25957108,-120.66880035,134,13327.495521
10866883:5967,35.25957108,-120.66880035,135,13327.495521
10866883:5967,35.26139069,-120.66925049,136,13533.913451
10866883:5967,35.26367950,-120.67041779,137,13809.603323
10866883:5967,35.26406860,-120.67048645,138,13853.315996
10866883:5967,35.26477814,-120.67047119,139,13932.224705
10866883:5967,35.26483900,-120.67032600,140,13947.042375
10866883:5967,35.26483917,-120.67047119,141,13960.224284
10866883:5967,35.26824951,-120.67040253,142,14339.487955
10866883:5967,35.26988983,-120.67024994,143,14522.408488
10866883:5967,35.27040863,-120.67015076,144,14580.794757
10866883:5967,35.27040863,-120.67015076,145,14580.794757
10866883:5967,35.27056122,-120.67012787,146,14597.888517
10866883:5967,35.27474976,-120.66935730,147,15068.856690
10866883:5967,35.27508163,-120.66883087,148,15129.235286
10866883:5967,35.27508163,-120.66883087,149,15129.235286
10866883:5967,35.27576065,-120.66773987,150,15253.772235
10866883:5967,35.27777863,-120.66436768,151,15633.320554
10866883:5967,35.27777863,-120.66436768,152,15633.320554
10866883:5967,35.27870941,-120.66287231,153,15804.017987
10866883:5967,35.27920914,-120.66201019,154,15899.997286
10866883:5967,35.27920914,-120.66201019,155,15899.997286
10866883:5967,35.28047943,-120.65991211,156,16137.110240
10866883:5967,35.28049088,-120.65991974,157,16138.559008
10866883:5967,35.28118515,-120.65872955,158,16271.342479
10866883:5967,35.28176880,-120.65924072,159,16351.121909
10866883:5967,35.28176880,-120.65924072,160,16351.121909
10866883:5967,35.28430176,-120.66143799,161,16696.239338
10866883:5967,35.28348923,-120.66287231,162,16854.709592
10866883:5967,35.28295135,-120.66239166,163,16928.740073
10866883:5967,35.28292800,-120.66243000,164,16933.082152
11162412:4071,35.30025966,-120.65776035,0,0.000000
11162412:4071,35.30036926,-120.65773010,1,12.492600
11162412:4071,35.30033875,-120.65756989,2,27.423053
11162412:4071,35.30017090,-120.65718079,3,67.362812
11162412:4071,35.29933167,-120.65653229,4,177.688961
11162412:4071,35.29727936,-120.65357971,5,529.650334
11162412:4071,35.29687881,-120.65323639,6,584.005411
11162412:4071,35.29648972,-120.65312958,7,628.343872
11162412:4071,35.29529190,-120.65322876,8,761.838631
11162412:4071,35.29040909,-120.65323639,9,1304.783050
11162412:4071,35.29016113,-120.65312958,10,1334.009083
11162412:4071,35.28953934,-120.65261078,11,1417.660774
11162412:4071,35.28675079,-120.65730286,12,1944.452892
11162412:4071,35.28593826,-120.65870667,13,2100.652262
11162412:4071,35.28350449,-120.66289520,14,2567.317348
11162412:4071,35.28306961,-120.66249084,15,2628.025032
11162412:4071,35.28295135,-120.66239166,16,2643.961029
11162412:4071,35.28295135,-120.66239166,17,2643.961029
11162412:4071,35.28348923,-120.66287231,18,2717.991510
11162412:4071,35.28278351,-120.66211700,19,2822.194397
11162412:4071,35.28351593,-120.66082001,20,2965.346369
11162412:4071,35.28430176,-120.66143799,21,3069.181398
11162412:4071,35.28593063,-120.65870667,22,3376.210490
11162412:4071,35.28628540,-120.65810394,23,3443.656639
11162412:4071,35.28655624,-120.65766907,24,3493.305569
11162412:4071,35.28702164,-120.65689087,25,3580.867306
11162412:4071,35.28759003,-120.65592957,26,3688.605289
11162412:4071,35.28863907,-120.65686035,27,3832.632791
11162412:4071,35.28879166,-120.65704346,28,3856.383096
11162412:4071,35.28899002,-120.65737152,29,3893.438816
11162412:4071,35.28910065,-120.65767670,30,3923.746021
11162412:4071,35.28916931,-120.65773773,31,3933.179146
11162412:4071,35.28929138,-120.65811157,32,3969.724081
11162412:4071,35.28947830,-120.65856171,33,4015.562344
11162412:4071,35.28947067,-120.65865326,34,4023.915061
11162412:4071,35.28955078,-120.65882874,35,4042.163421
11162412:4071,35.28961182,-120.65885162,36,4049.261037
11162412:4071,35.29010010,-120.65953064,37,4131.394926
11162412:4071,35.29206085,-120.66118622,38,4396.184754
11162412:4071,35.29499817,-120.66381836,39,4800.837832
11162412:4071,35.29610825,-120.66474152,40,4950.020619
11162412:4071,35.29653931,-120.66502380,41,5004.369319
11162412:4071,35.29711914,-120.66525269,42,5072.107391
11162412:4071,35.29999924,-120.66612244,43,5401.943132
11162412:4071,35.30134964,-120.66638184,44,5553.935099
11162412:4071,35.30176544,-120.66641235,45,5600.253041
11162412:4071,35.30234909,-120.66304779,46,5912.401653
11162412:4071,35.30287933,-120.66004944,47,6190.809226
11162412:4071,35.30282974,-120.65956879,48,6234.774198
11162412:4071,35.30266953,-120.65917969,49,6274.323668
11162412:4071,35.30252075,-120.65892792,50,6302.531339
11162412:4071,35.30184174,-120.65834808,51,6394.560982
11162412:4071,35.30136108,-120.65805054,52,6454.440720
11162412:4071,35.30089188,-120.65801239,53,6506.728965
11162412:4071,35.30044174,-120.65808105,54,6557.168002
11162412:4071,35.30036926,-120.65773010,55,6590.020757
11162412:4071,35.30025966,-120.65776035,56,6602.513357
10866892:551,35.28292800,-120.66243000,0,0.000000
10866892:551,35.28295135,-120.66239166,1,4.342079
10866892:551,35.28348923,-120.66287231,2,78.372560
10866892:551,35.28430176,-120.66143799,3,236.842814
10866892:551,35.28118896,-120.65873718,4,660.992468
10866892:551,35.28239822,-120.65676117,5,885.161949
10866892:551,35.28239822,-120.65676117,6,885.161949
10866892:551,35.28298187,-120.65590668,7,986.294157
10866892:551,35.28150177,-120.65441895,8,1199.185765
10866892:551,35.28060913,-120.65345001,9,1331.803361
10866892:551,35.28052139,-120.65306091,10,1368.445379
10866892:551,35.28044891,-120.65199280,11,1465.734976
10866892:551,35.28036118,-120.65168762,12,1495.104247
10866892:551,35.27859879,-120.65012360,13,1737.095580
10866892:551,35.27852308,-120.65019791,14,1747.883206
10866892:551,35.27856064,-120.65009308,15,1758.275255
10866892:551,35.27487183,-120.64679718,16,2265.975956
10866892:551,35.27487183,-120.64679718,17,2265.975956
10866892:551,35.27394104,-120.64597321,18,2393.674684
10866892:551,35.27175903,-120.64407349,19,2691.349273
10866892:551,35.27175903,-120.64407349,20,2691.349273
10866892:551,35.27154160,-120.64385986,21,2722.343934
10866892:551,35.26987839,-120.64241028,22,2949.326165
10866892:551,35.26977500,-120.64244100,23,2961.155808
10866892:551,35.26982880,-120.64235687,24,2970.857019
10866892:551,35.26961899,-120.64211273,25,3003.036520
10866892:551,35.26940155,-120.64176178,26,3043.032765
10866892:551,35.26921082,-120.64131927,27,3088.460258
10866892:551,35.26845169,-120.63858032,28,3351.053690
10866892:551,35.26834869,-120.63835907,29,3374.175875
10866892:551,35.26646042,-120.63977051,30,3620.155264
10866892:551,35.26649857,-120.63986969,31,3630.108866
10866892:551,35.26649857,-120.63986969,32,3630.108866
10866892:551,35.26646042,-120.63977051,33,3640.062468
10866892:551,35.26572037,-120.64031219,34,3735.927987
10866892:551,35.26504135,-120.64083099,35,3824.918205
10866892:551,35.26504135,-120.64083099,36,3824.918205
10866892:551,35.26335907,-120.64208221,37,4043.771123
10866892:551,35.26345062,-120.64225006,38,4062.097731
10866892:551,35.26345062,-120.64225006,39,4062.097731
10866892:551,35.26330185,-120.64234161,40,4080.611449
10866892:551,35.26321030,-120.64217377,41,4098.938080
10866892:551,35.26132965,-120.64357758,42,4343.836743
10866892:551,35.26137924,-120.64317322,43,4380.961694
10866892:551,35.26137924,-120.64312744,44,4385.117898
10866892:551,35.26142883,-120.63996887,45,4671.948861
10866892:551,35.26142120,-120.63990784,46,4677.555022
10866892:551,35.26129150,-120.63990784,47,4691.976971
10866892:551,35.26123047,-120.63980103,48,4703.813711
10866892:551,35.26126099,-120.63966370,49,4716.735860
10866892:551,35.26140976,-120.63961792,50,4733.792796
10866892:551,35.26144028,-120.63780975,51,4897.997808
10866892:551,35.26144028,-120.63777161,52,4901.461308
10866892:551,35.26144028,-120.63584137,53,5076.714423
10866892:551,35.25883865,-120.63310242,54,5458.199094
10866892:551,35.25883865,-120.63310242,55,5458.199094
10866892:551,35.25854111,-120.63278961,56,5501.803162
10866892:551,35.25841904,-120.63295746,57,5522.211467
10866892:551,35.25825119,-120.63333893,58,5561.556213
10866892:551,35.25806046,-120.63423920,59,5646.004733
10866892:551,35.25592041,-120.63820648,60,6077.730553
10866892:551,35.25592041,-120.63820648,61,6077.730553
10866892:551,35.25574112,-120.63854980,62,6114.733933
10866892:551,35.25558090,-120.63910675,63,6168.350940
10866892:551,35.25542831,-120.63915253,64,6185.819643
10866892:551,35.25537109,-120.63906860,65,6195.746954
10866892:551,35.25537109,-120.63900757,66,6201.288969
10866892:551,35.25516129,-120.63881683,67,6230.344311
10866892:551,35.25511932,-120.63871765,68,6240.487058
10866892:551,35.25289154,-120.63690948,69,6537.675562
10866892:551,35.25275040,-120.63671112,70,6561.565997
10866892:551,35.25270081,-120.63655090,71,6577.124251
10866892:551,35.25265884,-120.63629150,72,6601.136293
10866892:551,35.25267029,-120.63585663,73,6640.644970
10866892:551,35.25260925,-120.63567352,74,6658.603386
10866892:551,35.25254822,-120.63556671,75,6670.440976
10866892:551,35.25230026,-120.63527679,76,6708.562023
10866892:551,35.25094986,-120.63417816,77,6888.838597
10866892:551,35.25088120,-120.63410187,78,6899.148365
10866892:551,35.25067139,-120.63368988,79,6943.237294
10866892:551,35.25067139,-120.63368988,80,6943.237294
10866892:551,35.25035095,-120.63332367,81,6991.975174
10866892:551,35.25014877,-120.63330078,82,7014.552317
10866892:551,35.24969864,-120.63452148,83,7136.176710
10866892:551,35.24961090,-120.63501740,84,7182.253446
10866892:551,35.24954987,-120.63590240,85,7262.904474
10866892:551,35.24966812,-120.63717651,86,7379.347110
10866892:551,35.24979000,-120.63722200,87,7393.514864
10866892:551,35.24967957,-120.63723755,88,7405.875534
10866892:551,35.24980164,-120.63835144,89,7507.931028
10866892:551,35.24979019,-120.63896942,90,7564.062220
10866892:551,35.24969864,-120.63945007,91,7608.880128
10866892:551,35.24919891,-120.64080048,92,7743.508621
10866892:551,35.24919891,-120.64080048,93,7743.508621
10866892:551,35.24834824,-120.64302826,94,7966.830726
10866892:551,35.24731827,-120.64244843,95,8092.882057
10866892:551,35.24731827,-120.64244843,96,8092.882057
10866892:551,35.24467087,-120.64114380,97,8410.205601
10866892:551,35.24386978,-120.64054871,98,8514.393940
10866892:551,35.24386978,-120.64054871,99,8514.393940
10866892:551,35.24314117,-120.63996124,100,8611.399165
10866892:551,35.24097061,-120.63797760,101,8912.571476
10866892:551,35.24074173,-120.63838196,102,8957.251052
10866892:551,35.24071121,-120.63910675,103,9023.161786
10866892:551,35.24058151,-120.63941956,104,9055.020951
10866892:551,35.23995972,-120.64022064,105,9155.386973
10866892:551,35.23986053,-120.64025116,106,9166.758442
10866892:551,35.23963165,-120.64012909,107,9194.518683
10866892:551,35.23947906,-120.63993835,108,9218.766093
10866892:551,35.23939896,-120.63967896,109,9243.952105
10866892:551,35.23939896,-120.63754272,110,9437.960861
10866892:551,35.23939896,-120.63754272,111,9437.960861
10866892:551,35.23944092,-120.63716125,112,9472.918065
10866892:551,35.23971176,-120.63723755,113,9503.821272
10866892:551,35.24029160,-120.63775635,114,9583.676748
10866892:551,35.24037170,-120.63844299,115,9646.668982
10866892:551,35.24045181,-120.63855743,116,9660.357122
10866892:551,35.24071884,-120.63858032,117,9690.122041
10866892:551,35.24074173,-120.63838196,118,9708.315732
10866892:551,35.24097061,-120.63797760,119,9752.995308
10866892:551,35.24314117,-120.63996124,120,10054.167618
10866892:551,35.24467087,-120.64114380,121,10255.326786
10866892:551,35.24731827,-120.64244843,122,10572.650330
10866892:551,35.25016022,-120.64408112,123,10921.711766
10866892:551,35.25016022,-120.64408112,124,10921.711766
10866892:551,35.25181961,-120.64495850,125,11122.693433
10866892:551,35.25466156,-120.64611053,126,11455.567949
10866892:551,35.25466156,-120.64611053,127,11455.567949
10866892:551,35.25616837,-120.64679718,128,11634.341368
10866892:551,35.25625992,-120.64678955,129,11644.545110
10866892:551,35.25791931,-120.64765930,130,11845.250819
10866892:551,35.25791931,-120.64765930,131,11845.250819
10866892:551,35.25897980,-120.64826965,132,11975.544483
10866892:551,35.26039886,-120.64922333,133,12155.534429
10866892:551,35.26126862,-120.64987183,134,12268.760039
10866892:551,35.26145935,-120.65003967,135,12294.876142
10866892:551,35.26147842,-120.65013123,136,12303.454841
10866892:551,35.26266861,-120.65100098,137,12457.566422
10866892:551,35.26266861,-120.65100098,138,12457.566422
10866892:551,35.26480865,-120.65261078,139,12736.828739
10866892:551,35.26480865,-120.65261078,140,12736.828739
10866892:551,35.26797104,-120.65512085,141,13155.854674
10866892:551,35.26805115,-120.65509796,142,13165.001503
10866892:551,35.26884079,-120.65573883,143,13270.332885
10866892:551,35.26884079,-120.65573883,144,13270.332885
10866892:551,35.26977921,-120.65646362,145,13393.693985
10866892:551,35.27016068,-120.65685272,146,13448.893877
10866892:551,35.27016068,-120.65685272,147,13448.893877
10866892:551,35.27220154,-120.65849304,148,13720.323114
10866892:551,35.27452850,-120.66056824,149,14040.384700
10866892:551,35.27452850,-120.66056824,150,14040.384700
10866892:551,35.27811813,-120.66380310,151,14535.915211
10866892:551,35.27920914,-120.66201019,152,14738.904448
10866892:551,35.27920914,-120.66201019,153,14738.904448
10866892:551,35.28047943,-120.65991211,154,14976.017403
10866892:551,35.28047943,-120.65991211,155,14976.017403
10866892:551,35.28118896,-120.65873718,156,15108.678421
10866892:551,35.28176880,-120.65924072,157,15187.710655
10866892:551,35.28176880,-120.65924072,158,15187.710655
10866892:551,35.28258896,-120.65995026,159,15299.357243
10866892:551,35.28179169,-120.66136169,160,15455.155717
10866892:551,35.28295135,-120.66239166,161,15614.430134
10866892:551,35.28292800,-120.66243000,162,15618.772212
10866895:3634,35.28292800,-120.66243000,0,0.000000
10866895:3634,35.28295135,-120.66239166,1,4.342079
10866895:3634,35.28268051,-120.66213989,2,42.147658
10866895:3634,35.27973938,-120.66715240,3,602.480572
10866895:3634,35.27864838,-120.66615295,4,753.966247
10866895:3634,35.27864838,-120.66615295,5,753.966247
10866895:3634,35.27848053,-120.66599274,6,777.627412
10866895:3634,35.27737045,-120.66503906,7,928.393872
10866895:3634,35.27605057,-120.66381836,8,1112.293126
10866895:3634,35.27605057,-120.66383362,9,1113.678277
10866895:3634,35.27587128,-120.66365814,10,1139.196778
10866895:3634,35.27341843,-120.66770935,11,1597.061138
10866895:3634,35.27334976,-120.66783142,12,1610.518353
10866895:3634,35.27334976,-120.66783142,13,1610.518353
10866895:3634,35.27307129,-120.66828156,14,1661.788539
10866895:3634,35.27219009,-120.66980743,15,1831.461697
10866895:3634,35.27111816,-120.67003632,16,1952.452411
10866895:3634,35.27109909,-120.67002869,17,1954.683516
10866895:3634,35.26951981,-120.67030334,18,2132.053336
10866895:3634,35.26720810,-120.67043304,19,2389.372925
10866895:3634,35.26720810,-120.67043304,20,2389.372925
10866895:3634,35.26406860,-120.67048645,21,2738.502606
10866895:3634,35.26367950,-120.67041779,22,2782.215279
10866895:3634,35.26129150,-120.66921234,23,3069.419582
10866895:3634,35.25851059,-120.66854858,24,3384.461180
10866895:3634,35.25643921,-120.66867065,25,3615.054726
10866895:3634,35.25643921,-120.66867065,26,3615.054726
10866895:3634,35.25621033,-120.66867828,27,3640.514651
10866895:3634,35.25531006,-120.66876221,28,3740.909563
10866895:3634,35.25461960,-120.66899872,29,3820.632190
10866895:3634,35.25497055,-120.66979218,30,3902.568807
10866895:3634,35.25616074,-120.67286682,31,4211.526924
10866895:3634,35.25616074,-120.67286682,32,4211.526924
10866895:3634,35.25650024,-120.67373657,33,4299.059102
10866895:3634,35.25669861,-120.67417908,34,4344.894328
10866895:3634,35.25730133,-120.67402649,35,4413.331069
10866895:3634,35.25975037,-120.67304230,36,4699.938550
10866895:3634,35.26354980,-120.67070007,37,5172.920030
10866895:3634,35.26367950,-120.67041779,38,5202.328350
10866895:3634,35.26129150,-120.66921234,39,5489.532653
10866895:3634,35.25841141,-120.66854095,40,5815.534786
10866895:3634,35.25531006,-120.66876221,41,6160.973705
10866895:3634,35.25461960,-120.66899872,42,6240.696332
10866895:3634,35.25407028,-120.66931915,43,6308.353460
10866895:3634,35.25407028,-120.66931915,44,6308.353460
10866895:3634,35.25310135,-120.66989136,45,6427.967797
10866895:3634,35.25148010,-120.67086029,46,6628.566470
10866895:3634,35.25148010,-120.67086029,47,6628.566470
10866895:3634,35.24843979,-120.67269135,48,7005.310203
10866895:3634,35.24843979,-120.67269135,49,7005.310203
10866895:3634,35.24679947,-120.67366028,50,7207.819207
10866895:3634,35.24426270,-120.67521667,51,7523.324611
10866895:3634,35.24425507,-120.67520905,52,7524.419935
10866895:3634,35.24326706,-120.67582703,53,7647.785529
10866895:3634,35.24205399,-120.67662048,54,7800.713485
10866895:3634,35.24222183,-120.67700958,55,7840.675651
10866895:3634,35.24233246,-120.67728424,56,7868.487062
10866895:3634,35.24240112,-120.67752075,57,7891.282509
10866895:3634,35.24238968,-120.67778778,58,7915.566072
10866895:3634,35.24240112,-120.67794800,59,7930.171732
10866895:3634,35.24242401,-120.67808533,60,7942.900294
10866895:3634,35.24242020,-120.67825317,61,7958.149171
10866895:3634,35.24243927,-120.67855072,62,7985.253913
10866895:3634,35.24243927,-120.67855072,63,7985.253913
10866895:3634,35.24245834,-120.67913055,64,8037.954146
10866895:3634,35.24250031,-120.67980194,65,8099.104282
10866895:3634,35.24254990,-120.68006897,66,8123.973489
10866895:3634,35.24272919,-120.68058014,67,8174.495013
10866895:3634,35.24293137,-120.68099213,68,8218.144118
10866895:3634,35.24325180,-120.68137360,69,8267.839926
10866895:3634,35.24372864,-120.68173218,70,8330.063237
10866895:3634,35.24520874,-120.68241882,71,8506.059882
10866895:3634,35.24596024,-120.68267059,72,8592.693765
10866895:3634,35.24702835,-120.68315125,73,8719.229275
10866895:3634,35.24706044,-120.68306834,74,8727.561252
10866895:3634,35.24700928,-120.68321991,75,8742.455244
10866895:3634,35.24768066,-120.68356323,76,8823.358515
10866895:3634,35.24837875,-120.68399811,77,8910.450324
10866895:3634,35.24929810,-120.68469238,78,9030.554137
10866895:3634,35.25040817,-120.68566132,79,9182.137860
10866895:3634,35.25064087,-120.68576050,80,9209.535167
10866895:3634,35.25064087,-120.68576050,81,9209.535167
10866895:3634,35.25342941,-120.68820190,82,9590.705644
10866895:3634,35.25540161,-120.68981171,83,9854.254846
10866895:3634,35.25664902,-120.69071960,84,10015.608391
10866895:3634,35.25677109,-120.69090271,85,10037.071356
10866895:3634,35.25777817,-120.69172668,86,10171.746387
10866895:3634,35.25794983,-120.69185638,87,10194.174740
10866895:3634,35.25794983,-120.69185638,88,10194.174740
10866895:3634,35.25825882,-120.69214630,89,10237.457768
10866895:3634,35.25962830,-120.69380188,90,10451.432310
10866895:3634,35.25968933,-120.69386292,91,10460.194235
10866895:3634,35.25968933,-120.69386292,92,10460.194235
10866895:3634,35.26094055,-120.69535828,93,10654.592741
10866895:3634,35.26237106,-120.69705963,94,10876.320903
10866895:3634,35.26237106,-120.69705963,95,10876.320903
10866895:3634,35.26340866,-120.69828033,96,11036.304723
10866895:3634,35.26351929,-120.69833374,97,11049.526943
10866895:3634,35.26182938,-120.70049286,98,11321.074713
10866895:3634,35.26174164,-120.70063019,99,11336.906475
10866895:3634,35.26174164,-120.70063019,100,11336.906475
10866895:3634,35.26165009,-120.70076752,101,11353.003105
10866895:3634,35.26203918,-120.70118713,102,11410.652173
10866895:3634,35.26272964,-120.70162964,103,11497.304500
10866895:3634,35.26308823,-120.70195770,104,11547.073887
10866895:3634,35.26308823,-120.70195770,105,11547.073887
10866895:3634,35.26316833,-120.70205688,106,11559.740186
10866895:3634,35.26369858,-120.70149994,107,11637.414029
10866895:3634,35.26480103,-120.70004272,108,11817.777702
10866895:3634,35.26469040,-120.69989777,109,11835.792200
10866895:3634,35.26469040,-120.69989777,110,11835.792200
10866895:3634,35.26345825,-120.69844818,111,12025.771654
10866895:3634,35.26340866,-120.69828033,112,12041.977676
10866895:3634,35.26253891,-120.69725800,113,12176.025253
10866895:3634,35.26171875,-120.69631195,114,12301.304136
10866895:3634,35.26171875,-120.69628906,115,12303.382229
10866895:3634,35.26007843,-120.69432068,116,12558.740957
10866895:3634,35.26007843,-120.69432068,117,12558.740957
10866895:3634,35.25825882,-120.69214630,118,12841.432791
10866895:3634,35.25769043,-120.69165039,119,12919.034153
10866895:3634,35.25769043,-120.69165039,120,12919.034153
10866895:3634,35.25677109,-120.69090271,121,13041.749223
10866895:3634,35.25659180,-120.69082642,122,13062.854720
10866895:3634,35.25947189,-120.68405914,123,13755.755285
10866895:3634,35.25947189,-120.68405914,124,13755.755285
10866895:3634,35.26081848,-120.68093872,125,14076.207735
10866895:3634,35.26118851,-120.68031311,126,14146.345765
10866895:3634,35.26116180,-120.68019867,127,14157.152222
10866895:3634,35.26388931,-120.67646027,128,14612.329952
10866895:3634,35.26388931,-120.67646027,129,14612.329952
10866895:3634,35.26451111,-120.67559814,130,14716.766472
10866895:3634,35.26467896,-120.67548370,131,14738.127366
10866895:3634,35.26795959,-120.67092896,132,15289.551374
10866895:3634,35.26824951,-120.67040253,133,15347.199915
10866895:3634,35.26988983,-120.67024994,134,15530.120449
10866895:3634,35.27040863,-120.67015076,135,15588.506718
10866895:3634,35.27040863,-120.67015076,136,15588.506718
10866895:3634,35.27056122,-120.67012787,137,15605.600477
10866895:3634,35.27474976,-120.66935730,138,16076.568651
10866895:3634,35.27508163,-120.66883087,139,16136.947246
10866895:3634,35.27508163,-120.66883087,140,16136.947246
10866895:3634,35.27576065,-120.66773987,141,16261.484196
10866895:3634,35.27777863,-120.66436768,142,16641.032515
10866895:3634,35.27777863,-120.66436768,143,16641.032515
10866895:3634,35.27870941,-120.66287231,144,16811.729947
10866895:3634,35.27920914,-120.66201019,145,16907.709246
10866895:3634,35.27920914,-120.66201019,146,16907.709246
10866895:3634,35.28047943,-120.65991211,147,17144.822201
10866895:3634,35.28047943,-120.65991211,148,17144.822201
10866895:3634,35.28118896,-120.65873718,149,17277.483219
