shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10866895:3634,35.28176880,-120.65924072,150,17356.515454
10866895:3634,35.28176880,-120.65924072,151,17356.515454
10866895:3634,35.28348923,-120.66075134,152,17591.884005
10866895:3634,35.28429031,-120.66145325,153,17701.399876
10866895:3634,35.28348160,-120.66286469,154,17857.923745
10866895:3634,35.28295135,-120.66239166,155,17930.860756
10866895:3634,35.28292800,-120.66243000,156,17935.202835
10866826:1075,35.28292800,-120.66243000,0,0.000000
10866826:1075,35.28295135,-120.66239166,1,4.342079
10866826:1075,35.28266907,-120.66213989,2,43.168990
10866826:1075,35.28142166,-120.66423035,3,278.211084
10866826:1075,35.27973938,-120.66715240,4,602.779882
10866826:1075,35.27864838,-120.66615295,5,754.265557
10866826:1075,35.27862930,-120.66613007,6,757.234526
10866826:1075,35.27737045,-120.66503906,7,928.704264
10866826:1075,35.27775955,-120.66439819,8,1001.204542
10866826:1075,35.27777863,-120.66436768,9,1004.693432
10866826:1075,35.27811813,-120.66380310,10,1068.346226
10866826:1075,35.27471924,-120.66074371,11,1537.353407
10866826:1075,35.27464543,-120.66076845,12,1545.862365
10866826:1075,35.27468109,-120.66071320,13,1552.256460
10866826:1075,35.27175903,-120.65811920,14,1953.534843
10866826:1075,35.27009964,-120.65679932,15,2173.543404
10866826:1075,35.27000046,-120.65682220,16,2184.765993
10866826:1075,35.26903152,-120.65606689,17,2312.476263
10866826:1075,35.26903152,-120.65606689,18,2312.476263
10866826:1075,35.26805115,-120.65528107,19,2442.758602
10866826:1075,35.26797104,-120.65512085,20,2459.814946
10866826:1075,35.26744080,-120.65467834,21,2531.160790
10866826:1075,35.26713181,-120.65444183,22,2571.676681
10866826:1075,35.26713181,-120.65444183,23,2571.676681
10866826:1075,35.26493835,-120.65270996,24,2861.866343
10866826:1075,35.26287842,-120.65115356,25,3131.001047
10866826:1075,35.26282120,-120.65110779,26,3138.600809
10866826:1075,35.26282120,-120.65110779,27,3138.600809
10866826:1075,35.26174927,-120.65032196,28,3277.516100
10866826:1075,35.26147842,-120.65013123,29,3312.256473
10866826:1075,35.26140976,-120.65013885,30,3319.922981
10866826:1075,35.25991058,-120.64904022,31,3514.188682
10866826:1075,35.25811005,-120.64788818,32,3740.077189
10866826:1075,35.25630951,-120.64694214,33,3957.937166
10866826:1075,35.25616837,-120.64679718,34,3978.420295
10866826:1075,35.25415039,-120.64588928,35,4217.473014
10866826:1075,35.25360870,-120.64569092,36,4280.341319
10866826:1075,35.25360870,-120.64569092,37,4280.341319
10866826:1075,35.25181961,-120.64495850,38,4490.101780
10866826:1075,35.25107956,-120.64459229,39,4578.856746
10866826:1075,35.24731827,-120.64244843,40,5040.182408
10866826:1075,35.24731827,-120.64244843,41,5040.182408
10866826:1075,35.24467087,-120.64114380,42,5357.505952
10866826:1075,35.24386978,-120.64054871,43,5461.694290
10866826:1075,35.24386978,-120.64054871,44,5461.694290
10866826:1075,35.24314117,-120.63996124,45,5558.699516
10866826:1075,35.24097061,-120.63797760,46,5859.871827
10866826:1075,35.24074173,-120.63838196,47,5904.551402
10866826:1075,35.24071121,-120.63910675,48,5970.462136
10866826:1075,35.24058151,-120.63941956,49,6002.321301
10866826:1075,35.23995972,-120.64022064,50,6102.687323
10866826:1075,35.23986053,-120.64025116,51,6114.058793
10866826:1075,35.23963165,-120.64012909,52,6141.819034
10866826:1075,35.23947906,-120.63993835,53,6166.066444
10866826:1075,35.23939896,-120.63967896,54,6191.252456
10866826:1075,35.23939896,-120.63754272,55,6385.261212
10866826:1075,35.23939896,-120.63754272,56,6385.261212
10866826:1075,35.23943329,-120.63716125,57,6420.115325
10866826:1075,35.23949051,-120.63719940,58,6427.360002
10866826:1075,35.23967361,-120.63721466,59,6447.767506
10866826:1075,35.23998642,-120.63747406,60,6489.776968
10866826:1075,35.24029160,-120.63775635,61,6532.306410
10866826:1075,35.24031830,-120.63783264,62,6539.844624
10866826:1075,35.24036789,-120.63844299,63,6595.548659
10866826:1075,35.24042130,-120.63853455,64,6605.766148
10866826:1075,35.24048615,-120.63858032,65,6614.089675
10866826:1075,35.24070358,-120.63858032,66,6638.267649
10866826:1075,35.24073410,-120.63838196,67,6656.599271
10866826:1075,35.24097061,-120.63795471,68,6703.473053
10866826:1075,35.24312592,-120.63991547,69,7002.043065
10866826:1075,35.24383163,-120.64048767,70,7096.160928
10866826:1075,35.24456787,-120.64104462,71,7192.390469
10866826:1075,35.24469757,-120.64112854,72,7208.702321
10866826:1075,35.24554825,-120.64156342,73,7311.206310
10866826:1075,35.24639893,-120.64196777,74,7412.674668
10866826:1075,35.24733353,-120.64243317,75,7524.862302
10866826:1075,35.24835205,-120.64302063,76,7650.052231
10866826:1075,35.24858093,-120.64244843,77,7707.911152
10866826:1075,35.24940109,-120.64025879,78,7926.663395
10866826:1075,35.24936425,-120.64023556,79,7931.271010
10866826:1075,35.24969864,-120.63945007,80,8011.708252
10866826:1075,35.24980927,-120.63876343,81,8075.262069
10866826:1075,35.24972916,-120.63764191,82,8177.492458
10866826:1075,35.24948883,-120.63552856,83,8371.250050
10866826:1075,35.24953079,-120.63491821,84,8426.870267
10866826:1075,35.24964905,-120.63433838,85,8481.140290
10866826:1075,35.25014877,-120.63301086,86,8613.877835
10866826:1075,35.25027084,-120.63304901,87,8627.886467
10866826:1075,35.25030136,-120.63316345,88,8638.818410
10866826:1075,35.25062180,-120.63350677,89,8686.162602
10866826:1075,35.25088120,-120.63394165,90,8735.064139
10866826:1075,35.25088120,-120.63394165,91,8735.064139
10866826:1075,35.25107956,-120.63420105,92,8767.334035
10866826:1075,35.25244141,-120.63532257,93,8949.823441
10866826:1075,35.25254059,-120.63549042,94,8968.636190
10866826:1075,35.25268173,-120.63594055,95,9012.419525
10866826:1075,35.25268936,-120.63655090,96,9067.848009
10866826:1075,35.25275040,-120.63671112,97,9083.901442
10866826:1075,35.25286102,-120.63686371,98,9102.429547
10866826:1075,35.25518036,-120.63878632,99,9413.859310
10866826:1075,35.25542831,-120.63884735,100,9441.982159
10866826:1075,35.25556183,-120.63877869,101,9458.084321
10866826:1075,35.25601959,-120.63796234,102,9548.002560
10866826:1075,35.25605011,-120.63796997,103,9551.465949
10866826:1075,35.25642014,-120.63726044,104,9627.908873
10866826:1075,35.25651169,-120.63691711,105,9660.702445
10866826:1075,35.25664902,-120.63670349,106,9685.388808
10866826:1075,35.25669098,-120.63633728,107,9718.966138
10866826:1075,35.25677109,-120.63626862,108,9729.838934
10866826:1075,35.25688171,-120.63630676,109,9742.618356
10866826:1075,35.25690842,-120.63642120,110,9753.425341
10866826:1075,35.25711823,-120.63667297,111,9786.088271
10866826:1075,35.25796890,-120.63729095,112,9896.069863
10866826:1075,35.25801849,-120.63739014,113,9906.629502
10866826:1075,35.25835037,-120.63761139,114,9948.646406
10866826:1075,35.25835037,-120.63761139,115,9948.646406
10866826:1075,35.25954056,-120.63848114,116,10102.759548
10866826:1075,35.25976181,-120.63880157,117,10140.861112
10866826:1075,35.26015854,-120.63952637,118,10220.086846
10866826:1075,35.26034164,-120.63963318,119,10242.638918
10866826:1075,35.26123047,-120.63974762,120,10342.016384
10866826:1075,35.26129913,-120.63961792,121,10356.050912
10866826:1075,35.26140976,-120.63961792,122,10368.351986
10866826:1075,35.26144028,-120.63584137,123,10711.255371
10866826:1075,35.26390076,-120.63580322,124,10984.870156
10866826:1075,35.26390076,-120.63580322,125,10984.870156
10866826:1075,35.26494980,-120.63578033,126,11101.536784
10866826:1075,35.26491165,-120.63806915,127,11309.381138
10866826:1075,35.26491165,-120.63861084,128,11358.560735
10866826:1075,35.26491165,-120.63861084,129,11358.560735
10866826:1075,35.26491165,-120.63966370,130,11454.149248
10866826:1075,35.26499176,-120.64005280,131,11490.581173
10866826:1075,35.26507950,-120.64025116,132,11511.063326
10866826:1075,35.26507950,-120.64025116,133,11511.063326
10866826:1075,35.26528168,-120.64064789,134,11553.522216
10866826:1075,35.26618958,-120.63996124,135,11672.172445
10866826:1075,35.26618958,-120.63996124,136,11672.172445
10866826:1075,35.26684189,-120.63948822,137,11756.466088
10866826:1075,35.26705170,-120.64018250,138,11823.676440
10866826:1075,35.26705170,-120.64018250,139,11823.676440
10866826:1075,35.26707077,-120.64026642,140,11831.585289
10866826:1075,35.26779175,-120.64298248,141,12090.873257
10866826:1075,35.26789856,-120.64324951,142,12117.868881
10866826:1075,35.26810837,-120.64359283,143,12156.801856
10866826:1075,35.26831818,-120.64380646,144,12187.139915
10866826:1075,35.26953125,-120.64488983,145,12354.077776
10866826:1075,35.26971054,-120.64502716,146,12377.591340
10866826:1075,35.26971054,-120.64502716,147,12377.591340
10866826:1075,35.27070999,-120.64588165,148,12513.121626
10866826:1075,35.27236938,-120.64742279,149,12744.682499
10866826:1075,35.27283859,-120.64779663,150,12806.922671
10866826:1075,35.27283859,-120.64779663,151,12806.922671
10866826:1075,35.27317047,-120.64810181,152,12853.067683
10866826:1075,35.27429962,-120.64629364,153,13059.726435
10866826:1075,35.27466965,-120.64662170,154,13110.518512
10866826:1075,35.27466965,-120.64662170,155,13110.518512
10866826:1075,35.27817154,-120.64974976,156,13592.448786
10866826:1075,35.27859879,-120.65012360,157,13650.831745
10866826:1075,35.27862930,-120.65014648,158,13654.810669
10866826:1075,35.28002167,-120.65135193,159,13844.398913
10866826:1075,35.28036118,-120.65168762,160,13892.913950
10866826:1075,35.28044891,-120.65199280,161,13922.283220
10866826:1075,35.28054810,-120.65325928,162,14037.772169
10866826:1075,35.28057098,-120.65335846,163,14047.127961
10866826:1075,35.28065872,-120.65352631,164,14065.219657
10866826:1075,35.28285980,-120.65579224,165,14384.917092
10866826:1075,35.28285980,-120.65579224,166,14384.917092
10866826:1075,35.28430939,-120.65724182,167,14592.988239
10866826:1075,35.28350830,-120.65837860,168,14729.302359
10866826:1075,35.28350830,-120.65837860,169,14729.302359
10866826:1075,35.28339005,-120.65854645,170,14749.427481
10866826:1075,35.28258896,-120.65995026,171,14904.898586
10866826:1075,35.28430176,-120.66143799,172,15138.369560
10866826:1075,35.28348923,-120.66287231,173,15296.839814
10866826:1075,35.28295135,-120.66239166,174,15370.870295
10866826:1075,35.28292800,-120.66243000,175,15375.212374
